Invoice_ID,Invoice_Date,Customer_Name,Invoice_Type,Contract_ID,Contract_Status,Contract_End_Date,Amount,Status,Notes
INV00249,2024-01-14,XYZ Ltd,Auto,CON961,Active,2024-12-31 00:00:00,52240,Paid,Contract billing
INV00250,2024-01-08,LMN Pvt,Manual,,No Contract,,92495,Pending,Contract billing
INV00251,2024-01-28,ABC Corp,Auto,,No Contract,,81652,Paid,Auto-generated from system
INV00252,2024-02-13,PQR Inc,Auto,,No Contract,,10619,Overdue,Adjustment entry
INV00253,2024-01-20,XYZ Ltd,Manual,CON610,Active,2024-12-31 00:00:00,10281,Paid,Auto-generated from system
INV00254,2024-02-04,GHI Corp,Auto,,No Contract,,39856,Paid,Recurring billing
INV00255,2024-03-18,PQR Inc,Manual,CON341,Expired,2024-03-15 00:00:00,75661,Pending,Auto-generated from system
INV00256,2024-02-19,DEF Ltd,Auto,CON283,Expired,2024-03-15 00:00:00,16570,Pending,High value client
INV00257,2024-02-13,GHI Corp,Manual,CON737,Active,2024-12-31 00:00:00,88131,Pending,Manual invoice for adhoc work
INV00258,2024-01-08,XYZ Ltd,Auto,CON875,Active,2024-12-31 00:00:00,23669,Paid,High value client
INV00259,2024-03-26,XYZ Ltd,Auto,,No Contract,,25577,Overdue,Manual invoice for adhoc work
INV00260,2024-01-30,XYZ Ltd,Manual,CON747,Expired,2024-03-15 00:00:00,60138,Paid,Late payment expected
INV00261,2024-03-08,ABC Corp,Auto,CON753,Active,2024-12-31 00:00:00,52287,Paid,Auto-generated from system
INV00262,2024-03-30,GHI Corp,Manual,CON803,Expiring,2024-03-31 00:00:00,15704,Paid,Auto-generated from system
INV00263,2024-03-29,DEF Ltd,Auto,CON258,Active,2024-12-31 00:00:00,49882,Pending,Adjustment entry
INV00264,2024-01-04,GHI Corp,Auto,,No Contract,,83297,Paid,Auto-generated from system
INV00265,2024-01-23,LMN Pvt,Auto,,No Contract,,11367,Pending,Late payment expected
INV00266,2024-03-11,ABC Corp,Auto,CON175,Expiring,2024-03-31 00:00:00,19108,Overdue,Contract billing
INV00267,2024-03-29,ABC Corp,Auto,CON390,Expiring,2024-03-31 00:00:00,73449,Overdue,Recurring billing
INV00268,2024-03-12,GHI Corp,Manual,CON876,Expired,2024-03-15 00:00:00,32612,Pending,Urgent invoice
INV00269,2024-02-17,XYZ Ltd,Manual,,No Contract,,74732,Pending,Auto-generated from system
INV00270,2024-01-12,DEF Ltd,Manual,CON399,Expired,2024-03-15 00:00:00,83770,Overdue,Late payment expected
INV00271,2024-02-15,XYZ Ltd,Manual,,No Contract,,68348,Paid,High value client
INV00272,2024-03-20,DEF Ltd,Manual,,No Contract,,18906,Overdue,High value client
INV00273,2024-03-08,DEF Ltd,Auto,CON901,Expiring,2024-03-31 00:00:00,16012,Paid,Contract billing
INV00274,2024-01-27,DEF Ltd,Auto,CON747,Expiring,2024-03-31 00:00:00,64691,Pending,Manual invoice for adhoc work
INV00275,2024-01-02,ABC Corp,Auto,CON444,Expiring,2024-03-31 00:00:00,54139,Pending,High value client
INV00276,2024-01-13,ABC Corp,Manual,CON135,Expiring,2024-03-31 00:00:00,69189,Paid,Contract billing
INV00277,2024-02-14,XYZ Ltd,Auto,,No Contract,,90758,Pending,Late payment expected
INV00278,2024-01-21,GHI Corp,Manual,CON620,Expired,2024-03-15 00:00:00,91929,Pending,Auto-generated from system
INV00279,2024-02-11,ABC Corp,Manual,CON679,Expiring,2024-03-31 00:00:00,65826,Overdue,Manual invoice for adhoc work
INV00280,2024-03-29,XYZ Ltd,Auto,CON538,Expiring,2024-03-31 00:00:00,74174,Paid,Recurring billing
INV00281,2024-02-02,DEF Ltd,Auto,CON904,Expired,2024-03-15 00:00:00,43755,Overdue,Urgent invoice
INV00282,2024-01-11,XYZ Ltd,Auto,CON608,Active,2024-12-31 00:00:00,17421,Paid,Manual invoice for adhoc work
INV00283,2024-03-04,LMN Pvt,Auto,CON934,Expiring,2024-03-31 00:00:00,42117,Paid,High value client
INV00284,2024-02-10,ABC Corp,Auto,,No Contract,,39371,Pending,Recurring billing
INV00285,2024-03-08,XYZ Ltd,Manual,CON266,Active,2024-12-31 00:00:00,64253,Paid,Auto-generated from system
INV00286,2024-02-05,LMN Pvt,Auto,CON990,Expiring,2024-03-31 00:00:00,78008,Overdue,Contract billing
INV00287,2024-01-13,ABC Corp,Manual,CON616,Expired,2024-03-15 00:00:00,14255,Paid,Urgent invoice
INV00288,2024-03-12,XYZ Ltd,Auto,CON480,Expiring,2024-03-31 00:00:00,84069,Pending,Manual invoice for adhoc work
INV00289,2024-03-27,PQR Inc,Manual,CON902,Expiring,2024-03-31 00:00:00,19686,Pending,Contract billing
INV00290,2024-01-08,GHI Corp,Manual,CON552,Active,2024-12-31 00:00:00,58604,Overdue,High value client
INV00291,2024-02-24,XYZ Ltd,Manual,CON154,Active,2024-12-31 00:00:00,56479,Overdue,Urgent invoice
INV00292,2024-01-30,DEF Ltd,Auto,CON203,Expiring,2024-03-31 00:00:00,72711,Paid,Auto-generated from system
INV00293,2024-01-30,DEF Ltd,Manual,CON555,Expired,2024-03-15 00:00:00,14895,Paid,Adjustment entry
INV00294,2024-01-16,PQR Inc,Manual,CON608,Expiring,2024-03-31 00:00:00,26163,Paid,High value client
INV00295,2024-03-06,ABC Corp,Auto,CON860,Active,2024-12-31 00:00:00,94416,Overdue,Recurring billing
INV00296,2024-02-21,GHI Corp,Auto,,No Contract,,74977,Overdue,Late payment expected
INV00297,2024-02-04,GHI Corp,Auto,CON415,Active,2024-12-31 00:00:00,71929,Overdue,Auto-generated from system
INV00298,2024-02-11,GHI Corp,Manual,CON257,Expiring,2024-03-31 00:00:00,73133,Pending,Late payment expected
INV00299,2024-03-07,PQR Inc,Manual,CON504,Expired,2024-03-15 00:00:00,16721,Overdue,Manual invoice for adhoc work
INV00300,2024-02-04,XYZ Ltd,Manual,,No Contract,,58895,Pending,Auto-generated from system
INV00301,2024-03-06,ABC Corp,Auto,,No Contract,,83822,Pending,Auto-generated from system
INV00302,2024-03-20,GHI Corp,Manual,CON998,Expired,2024-03-15 00:00:00,61112,Pending,Auto-generated from system
INV00303,2024-01-13,DEF Ltd,Manual,CON636,Expired,2024-03-15 00:00:00,56659,Paid,Contract billing
INV00304,2024-01-12,PQR Inc,Auto,,No Contract,,38179,Pending,Adjustment entry
INV00305,2024-02-29,GHI Corp,Manual,CON353,Expiring,2024-03-31 00:00:00,82146,Overdue,Recurring billing
INV00306,2024-01-05,LMN Pvt,Manual,CON741,Expiring,2024-03-31 00:00:00,59841,Paid,High value client
INV00307,2024-02-25,ABC Corp,Auto,CON198,Active,2024-12-31 00:00:00,80984,Pending,Late payment expected
INV00308,2024-01-07,PQR Inc,Auto,CON714,Active,2024-12-31 00:00:00,53108,Overdue,Contract billing
INV00309,2024-02-21,DEF Ltd,Manual,CON521,Expired,2024-03-15 00:00:00,67009,Overdue,Adjustment entry
INV00310,2024-03-03,GHI Corp,Manual,CON618,Expired,2024-03-15 00:00:00,36715,Pending,Late payment expected
INV00311,2024-03-11,DEF Ltd,Auto,,No Contract,,71949,Overdue,Manual invoice for adhoc work
INV00312,2024-03-02,LMN Pvt,Auto,CON690,Active,2024-12-31 00:00:00,33177,Overdue,Manual invoice for adhoc work
INV00313,2024-02-08,DEF Ltd,Auto,CON341,Active,2024-12-31 00:00:00,66532,Paid,Manual invoice for adhoc work
INV00314,2024-02-14,PQR Inc,Auto,CON799,Expired,2024-03-15 00:00:00,14798,Paid,Contract billing
INV00315,2024-02-24,DEF Ltd,Manual,CON645,Expiring,2024-03-31 00:00:00,31223,Overdue,Auto-generated from system
INV00316,2024-02-21,DEF Ltd,Manual,CON653,Active,2024-12-31 00:00:00,63352,Paid,Urgent invoice
INV00317,2024-01-09,ABC Corp,Auto,,No Contract,,13631,Paid,Auto-generated from system
INV00318,2024-01-10,XYZ Ltd,Manual,CON331,Active,2024-12-31 00:00:00,38602,Pending,Urgent invoice
INV00319,2024-02-18,ABC Corp,Manual,CON272,Expired,2024-03-15 00:00:00,57684,Paid,High value client
INV00320,2024-01-08,DEF Ltd,Manual,CON142,Active,2024-12-31 00:00:00,17788,Overdue,Urgent invoice
INV00321,2024-01-24,ABC Corp,Auto,CON331,Expiring,2024-03-31 00:00:00,20142,Pending,Contract billing
INV00322,2024-01-11,PQR Inc,Auto,,No Contract,,74027,Overdue,Recurring billing
INV00323,2024-02-27,DEF Ltd,Auto,CON451,Expiring,2024-03-31 00:00:00,52533,Overdue,Urgent invoice
INV00324,2024-03-21,ABC Corp,Auto,CON660,Expiring,2024-03-31 00:00:00,16979,Pending,Auto-generated from system
INV00325,2024-02-10,ABC Corp,Manual,CON866,Expiring,2024-03-31 00:00:00,56857,Paid,Contract billing
INV00326,2024-01-12,LMN Pvt,Manual,CON880,Active,2024-12-31 00:00:00,49071,Overdue,Urgent invoice
INV00327,2024-02-01,PQR Inc,Manual,CON882,Active,2024-12-31 00:00:00,68279,Pending,High value client
INV00328,2024-03-13,ABC Corp,Manual,CON223,Expiring,2024-03-31 00:00:00,87425,Pending,Contract billing
INV00329,2024-01-30,PQR Inc,Auto,CON534,Expiring,2024-03-31 00:00:00,94080,Paid,Recurring billing
INV00330,2024-02-01,GHI Corp,Auto,,No Contract,,47643,Paid,High value client
INV00331,2024-01-18,DEF Ltd,Auto,CON737,Expiring,2024-03-31 00:00:00,33911,Pending,High value client
INV00332,2024-01-23,PQR Inc,Manual,CON697,Expiring,2024-03-31 00:00:00,96250,Paid,Late payment expected
INV00333,2024-01-29,DEF Ltd,Manual,CON312,Expired,2024-03-15 00:00:00,65731,Overdue,Manual invoice for adhoc work
INV00334,2024-03-19,LMN Pvt,Auto,,No Contract,,67804,Pending,Recurring billing
INV00335,2024-02-06,DEF Ltd,Auto,CON802,Expiring,2024-03-31 00:00:00,93986,Overdue,Adjustment entry
INV00336,2024-01-30,PQR Inc,Auto,,No Contract,,39806,Pending,Manual invoice for adhoc work
INV00337,2024-01-16,ABC Corp,Manual,,No Contract,,92368,Overdue,Urgent invoice
INV00338,2024-03-04,XYZ Ltd,Manual,CON109,Active,2024-12-31 00:00:00,46735,Pending,High value client
INV00339,2024-01-27,XYZ Ltd,Auto,CON492,Expiring,2024-03-31 00:00:00,29033,Pending,Late payment expected
INV00340,2024-01-12,ABC Corp,Manual,CON517,Active,2024-12-31 00:00:00,99464,Overdue,Urgent invoice
INV00341,2024-03-10,LMN Pvt,Auto,CON722,Active,2024-12-31 00:00:00,28313,Pending,Recurring billing
INV00342,2024-01-26,DEF Ltd,Manual,CON970,Active,2024-12-31 00:00:00,90073,Pending,Late payment expected
INV00343,2024-01-04,PQR Inc,Auto,CON372,Expired,2024-03-15 00:00:00,78099,Paid,Late payment expected
INV00344,2024-01-03,DEF Ltd,Manual,CON599,Expiring,2024-03-31 00:00:00,75697,Pending,Manual invoice for adhoc work
INV00345,2024-01-19,PQR Inc,Manual,CON418,Expiring,2024-03-31 00:00:00,65506,Pending,Urgent invoice
INV00346,2024-03-16,GHI Corp,Manual,,No Contract,,53934,Overdue,Urgent invoice
INV00347,2024-02-14,PQR Inc,Manual,CON282,Active,2024-12-31 00:00:00,43937,Overdue,Contract billing
INV00348,2024-02-16,LMN Pvt,Auto,,No Contract,,85564,Paid,Auto-generated from system
INV00349,2024-03-10,PQR Inc,Manual,,No Contract,,93930,Overdue,Late payment expected
INV00350,2024-02-16,GHI Corp,Manual,CON236,Expiring,2024-03-31 00:00:00,13471,Paid,Auto-generated from system
INV00351,2024-03-01,XYZ Ltd,Manual,CON718,Active,2024-12-31 00:00:00,16397,Pending,Adjustment entry
INV00352,2024-03-10,ABC Corp,Auto,CON856,Expired,2024-03-15 00:00:00,93369,Overdue,Late payment expected
INV00353,2024-01-26,LMN Pvt,Auto,,No Contract,,32436,Paid,Adjustment entry
INV00354,2024-03-14,DEF Ltd,Manual,CON359,Expiring,2024-03-31 00:00:00,25078,Overdue,Manual invoice for adhoc work
INV00355,2024-02-04,ABC Corp,Manual,,No Contract,,52821,Paid,Late payment expected
INV00356,2024-02-15,PQR Inc,Manual,CON642,Active,2024-12-31 00:00:00,55603,Paid,Late payment expected
INV00357,2024-01-24,PQR Inc,Manual,CON319,Expired,2024-03-15 00:00:00,10162,Overdue,Contract billing
INV00358,2024-01-14,XYZ Ltd,Manual,CON717,Active,2024-12-31 00:00:00,42972,Pending,Contract billing
INV00359,2024-03-13,DEF Ltd,Manual,CON695,Expiring,2024-03-31 00:00:00,28681,Overdue,Auto-generated from system
INV00360,2024-01-21,PQR Inc,Manual,CON618,Expiring,2024-03-31 00:00:00,24289,Overdue,Contract billing
INV00361,2024-03-28,DEF Ltd,Manual,,No Contract,,32669,Paid,Adjustment entry
INV00362,2024-02-27,DEF Ltd,Manual,CON698,Expiring,2024-03-31 00:00:00,36928,Overdue,Recurring billing
INV00363,2024-03-29,DEF Ltd,Manual,,No Contract,,16588,Paid,Auto-generated from system
INV00364,2024-02-19,DEF Ltd,Manual,CON426,Expiring,2024-03-31 00:00:00,29446,Paid,Auto-generated from system
INV00365,2024-01-24,DEF Ltd,Auto,,No Contract,,33481,Overdue,Auto-generated from system
INV00366,2024-02-08,GHI Corp,Auto,CON593,Expiring,2024-03-31 00:00:00,79184,Pending,Adjustment entry
INV00367,2024-01-05,XYZ Ltd,Manual,,No Contract,,78673,Pending,Manual invoice for adhoc work
INV00368,2024-01-16,LMN Pvt,Auto,,No Contract,,84071,Overdue,Urgent invoice
INV00369,2024-02-07,PQR Inc,Auto,CON803,Expired,2024-03-15 00:00:00,20800,Overdue,Adjustment entry
INV00370,2024-01-20,XYZ Ltd,Auto,,No Contract,,88707,Pending,High value client
INV00371,2024-03-25,GHI Corp,Manual,,No Contract,,66700,Paid,Urgent invoice
INV00372,2024-02-27,PQR Inc,Manual,CON165,Active,2024-12-31 00:00:00,32263,Pending,Recurring billing
INV00373,2024-03-12,PQR Inc,Auto,CON326,Expiring,2024-03-31 00:00:00,74166,Overdue,Auto-generated from system
INV00374,2024-02-19,LMN Pvt,Auto,CON878,Expiring,2024-03-31 00:00:00,59159,Paid,Contract billing
INV00375,2024-03-25,ABC Corp,Auto,CON337,Expiring,2024-03-31 00:00:00,16971,Pending,Contract billing
INV00376,2024-01-02,LMN Pvt,Auto,,No Contract,,89473,Overdue,Urgent invoice
INV00377,2024-02-02,PQR Inc,Auto,CON619,Active,2024-12-31 00:00:00,27071,Overdue,Adjustment entry
INV00378,2024-01-04,GHI Corp,Manual,,No Contract,,15906,Paid,Contract billing
INV00379,2024-01-11,GHI Corp,Auto,,No Contract,,35150,Paid,High value client
INV00380,2024-01-21,GHI Corp,Auto,CON201,Expiring,2024-03-31 00:00:00,36170,Overdue,Urgent invoice
INV00381,2024-01-27,DEF Ltd,Auto,CON295,Active,2024-12-31 00:00:00,34217,Pending,Late payment expected
INV00382,2024-01-05,LMN Pvt,Auto,CON364,Expiring,2024-03-31 00:00:00,10645,Overdue,Contract billing
INV00383,2024-02-13,ABC Corp,Auto,,No Contract,,36475,Paid,Adjustment entry
INV00384,2024-03-28,XYZ Ltd,Manual,,No Contract,,22763,Pending,Manual invoice for adhoc work
INV00385,2024-01-21,PQR Inc,Manual,CON516,Active,2024-12-31 00:00:00,69042,Pending,Auto-generated from system
INV00386,2024-02-20,XYZ Ltd,Manual,CON378,Expiring,2024-03-31 00:00:00,16416,Paid,Contract billing
INV00387,2024-01-11,GHI Corp,Auto,CON388,Active,2024-12-31 00:00:00,97969,Pending,Recurring billing
INV00388,2024-02-09,PQR Inc,Auto,CON300,Active,2024-12-31 00:00:00,31447,Overdue,High value client
INV00389,2024-03-03,LMN Pvt,Manual,,No Contract,,73278,Pending,High value client
INV00390,2024-03-03,DEF Ltd,Auto,,No Contract,,60100,Pending,Contract billing
INV00391,2024-01-14,PQR Inc,Manual,CON492,Expired,2024-03-15 00:00:00,60939,Paid,High value client
INV00392,2024-03-22,LMN Pvt,Auto,,No Contract,,32746,Overdue,Recurring billing
INV00393,2024-02-15,GHI Corp,Manual,,No Contract,,84567,Pending,Recurring billing
INV00394,2024-01-19,GHI Corp,Auto,CON695,Active,2024-12-31 00:00:00,18472,Pending,Manual invoice for adhoc work
INV00395,2024-03-27,GHI Corp,Manual,,No Contract,,25282,Overdue,Manual invoice for adhoc work
INV00396,2024-01-19,ABC Corp,Manual,CON426,Expiring,2024-03-31 00:00:00,82766,Paid,Recurring billing
INV00397,2024-01-19,PQR Inc,Manual,CON536,Active,2024-12-31 00:00:00,61875,Paid,Late payment expected
INV00398,2024-01-09,ABC Corp,Manual,CON753,Expired,2024-03-15 00:00:00,21240,Overdue,Late payment expected
INV00399,2024-02-10,PQR Inc,Auto,,No Contract,,24849,Paid,Adjustment entry
INV00400,2024-03-26,ABC Corp,Manual,CON794,Active,2024-12-31 00:00:00,84813,Paid,Urgent invoice
INV00401,2024-01-30,PQR Inc,Auto,CON593,Expiring,2024-03-31 00:00:00,77028,Overdue,Adjustment entry
INV00402,2024-03-09,PQR Inc,Auto,CON300,Active,2024-12-31 00:00:00,56403,Overdue,Auto-generated from system
INV00403,2024-03-28,ABC Corp,Manual,CON530,Expiring,2024-03-31 00:00:00,81853,Overdue,High value client
INV00404,2024-01-19,XYZ Ltd,Manual,CON331,Active,2024-12-31 00:00:00,99906,Pending,Contract billing
INV00405,2024-01-29,LMN Pvt,Manual,CON447,Expiring,2024-03-31 00:00:00,40795,Paid,Recurring billing
INV00406,2024-03-26,PQR Inc,Manual,CON446,Expired,2024-03-15 00:00:00,72824,Paid,Urgent invoice
INV00407,2024-03-27,GHI Corp,Manual,,No Contract,,36512,Paid,Contract billing
INV00408,2024-01-06,XYZ Ltd,Auto,CON479,Expiring,2024-03-31 00:00:00,34000,Paid,Adjustment entry
INV00409,2024-02-09,GHI Corp,Auto,CON951,Active,2024-12-31 00:00:00,16796,Paid,Late payment expected
INV00410,2024-02-18,GHI Corp,Auto,CON654,Active,2024-12-31 00:00:00,26724,Paid,Auto-generated from system
INV00411,2024-03-04,GHI Corp,Manual,CON481,Active,2024-12-31 00:00:00,60952,Paid,Auto-generated from system
INV00412,2024-02-10,ABC Corp,Manual,CON670,Expired,2024-03-15 00:00:00,59334,Paid,High value client
INV00413,2024-01-13,LMN Pvt,Manual,,No Contract,,93276,Overdue,Late payment expected
INV00414,2024-02-14,ABC Corp,Manual,CON431,Active,2024-12-31 00:00:00,65284,Paid,Contract billing
INV00415,2024-03-01,ABC Corp,Auto,,No Contract,,13321,Paid,Urgent invoice
INV00416,2024-01-25,LMN Pvt,Manual,CON530,Expired,2024-03-15 00:00:00,13760,Overdue,Contract billing
INV00417,2024-03-22,XYZ Ltd,Manual,CON772,Expired,2024-03-15 00:00:00,34995,Pending,Adjustment entry
INV00418,2024-01-19,PQR Inc,Manual,,No Contract,,26715,Pending,Recurring billing
INV00419,2024-01-15,ABC Corp,Auto,CON896,Active,2024-12-31 00:00:00,61649,Overdue,Recurring billing
INV00420,2024-03-17,XYZ Ltd,Manual,CON217,Active,2024-12-31 00:00:00,56619,Overdue,Contract billing
INV00421,2024-03-10,LMN Pvt,Auto,,No Contract,,40373,Overdue,Urgent invoice
INV00422,2024-02-09,XYZ Ltd,Auto,CON367,Expired,2024-03-15 00:00:00,12282,Paid,High value client
INV00423,2024-02-14,XYZ Ltd,Auto,CON148,Expired,2024-03-15 00:00:00,82982,Paid,Late payment expected
INV00424,2024-01-28,DEF Ltd,Manual,,No Contract,,46268,Overdue,Auto-generated from system
INV00425,2024-02-22,GHI Corp,Manual,CON463,Expiring,2024-03-31 00:00:00,27858,Overdue,Contract billing
INV00426,2024-02-13,ABC Corp,Auto,CON174,Expiring,2024-03-31 00:00:00,76677,Paid,Urgent invoice
INV00427,2024-02-08,XYZ Ltd,Manual,CON106,Active,2024-12-31 00:00:00,31312,Paid,High value client
INV00428,2024-01-20,LMN Pvt,Auto,CON518,Expired,2024-03-15 00:00:00,54014,Overdue,Recurring billing
INV00429,2024-01-11,ABC Corp,Auto,CON424,Expiring,2024-03-31 00:00:00,87487,Pending,Auto-generated from system
INV00430,2024-01-31,PQR Inc,Auto,CON936,Expiring,2024-03-31 00:00:00,52359,Overdue,Recurring billing
INV00431,2024-03-15,DEF Ltd,Manual,CON529,Expiring,2024-03-31 00:00:00,47226,Overdue,Manual invoice for adhoc work
INV00432,2024-02-20,XYZ Ltd,Manual,,No Contract,,63161,Paid,Manual invoice for adhoc work
INV00433,2024-02-06,XYZ Ltd,Manual,CON186,Expiring,2024-03-31 00:00:00,40403,Pending,Contract billing
INV00434,2024-03-13,ABC Corp,Auto,CON530,Expiring,2024-03-31 00:00:00,81155,Paid,Adjustment entry
INV00435,2024-01-22,PQR Inc,Auto,CON404,Active,2024-12-31 00:00:00,86449,Paid,Late payment expected
INV00436,2024-02-22,LMN Pvt,Auto,CON653,Expiring,2024-03-31 00:00:00,66882,Pending,Auto-generated from system
INV00437,2024-03-25,GHI Corp,Auto,CON399,Expired,2024-03-15 00:00:00,10358,Overdue,Auto-generated from system
INV00438,2024-03-03,DEF Ltd,Auto,CON965,Expired,2024-03-15 00:00:00,23283,Overdue,Adjustment entry
INV00439,2024-01-17,LMN Pvt,Manual,CON313,Active,2024-12-31 00:00:00,54695,Pending,Recurring billing
INV00440,2024-02-06,DEF Ltd,Manual,CON756,Active,2024-12-31 00:00:00,85774,Overdue,Adjustment entry
INV00441,2024-01-11,GHI Corp,Auto,CON345,Active,2024-12-31 00:00:00,54789,Overdue,High value client
INV00442,2024-01-05,ABC Corp,Manual,CON657,Expiring,2024-03-31 00:00:00,58651,Pending,Auto-generated from system
INV00443,2024-01-19,XYZ Ltd,Manual,CON919,Expiring,2024-03-31 00:00:00,82702,Overdue,Manual invoice for adhoc work
INV00444,2024-03-15,ABC Corp,Manual,,No Contract,,30878,Overdue,Recurring billing
INV00445,2024-03-04,ABC Corp,Auto,CON790,Active,2024-12-31 00:00:00,79338,Pending,Contract billing
INV00446,2024-02-20,PQR Inc,Auto,,No Contract,,29503,Overdue,Auto-generated from system
INV00447,2024-03-12,PQR Inc,Auto,CON980,Active,2024-12-31 00:00:00,90018,Overdue,Late payment expected
INV00448,2024-03-07,LMN Pvt,Auto,CON593,Active,2024-12-31 00:00:00,61919,Pending,Urgent invoice
INV00449,2024-01-22,DEF Ltd,Manual,,No Contract,,29337,Pending,Urgent invoice
INV00450,2024-01-21,PQR Inc,Manual,CON646,Expiring,2024-03-31 00:00:00,96072,Pending,High value client
INV00451,2024-02-04,LMN Pvt,Manual,CON212,Expired,2024-03-15 00:00:00,20886,Overdue,Auto-generated from system
INV00452,2024-02-05,ABC Corp,Auto,,No Contract,,96156,Paid,Contract billing
INV00453,2024-03-13,ABC Corp,Manual,,No Contract,,25038,Overdue,Auto-generated from system
INV00454,2024-02-03,GHI Corp,Manual,CON513,Expired,2024-03-15 00:00:00,11381,Overdue,Recurring billing
INV00455,2024-03-12,LMN Pvt,Manual,,No Contract,,20207,Pending,Adjustment entry
INV00456,2024-03-01,LMN Pvt,Auto,,No Contract,,80721,Paid,High value client
INV00457,2024-02-03,XYZ Ltd,Manual,,No Contract,,56092,Overdue,High value client
INV00458,2024-02-03,LMN Pvt,Manual,CON731,Expiring,2024-03-31 00:00:00,68394,Pending,Adjustment entry
INV00459,2024-02-22,ABC Corp,Auto,CON536,Active,2024-12-31 00:00:00,44324,Overdue,Adjustment entry
INV00460,2024-01-19,ABC Corp,Auto,CON436,Expired,2024-03-15 00:00:00,17190,Pending,Manual invoice for adhoc work
INV00461,2024-01-10,PQR Inc,Manual,CON759,Expiring,2024-03-31 00:00:00,90909,Pending,Contract billing
INV00462,2024-02-22,GHI Corp,Manual,CON304,Expired,2024-03-15 00:00:00,81126,Pending,Contract billing
